node,in_degree,out_degree,betweenness,closeness,pagerank,eigenvector,hub_score,authority_score,in_degree_raw,out_degree_raw,comment_count,community
UCvBeoS2I8B5GqkSr-wXR_Qg,0.9090909090909091,0.0,0.0,0.045258440988776315,0.0006548958703563065,0.0,0.0,3.8874044407292294e-08,10,0,2,2
UCgyMYRu5VZKIV7Ed9aurlKw,0.36363636363636365,0.0,0.0,0.04113113888749297,0.0004442044411676528,0.0,0.0,1.181385443750371e-10,4,0,1,2
UCJX_Y16sINsDKl5V1xpx28A,1.0,0.0,0.0,0.041807242434088836,0.0004368834576839749,0.0,0.0,6.389111710392483e-10,11,0,4,2
UCe9KssO_ICC0lP6h5SsSuQg,0.18181818181818182,0.0,0.0,0.03644727794630366,0.0004271320889807004,0.0,0.0,-7.961356629002344e-19,2,0,1,2
UC2-NMaweaHKZFA55bpea9UQ,0.5454545454545454,0.0,0.0,0.03427879001357164,0.0004261290520428853,0.0,0.0,1.2281874546149582e-12,6,0,2,2
UCulPj5rVc2ZI6yh77BhhiEg,0.45454545454545453,0.0,0.0,0.0006011060351045924,0.0003942573364011658,0.0,0.0,-1.0924947807767025e-19,5,0,1,3
UCX4cxP37gdAXHi51UZomRDQ,0.0,0.0033783783783783786,0.0,0.0003339477972803291,7.554017998397095e-05,0.0,-6.902386349797577e-20,-3.153059127123172e-20,0,1,1,3
UCvVZDpbwSUXokvcTmrMWJSQ,0.0,0.0033783783783783786,0.0,0.0003339477972803291,7.554017998397095e-05,0.0,-6.902386349797577e-20,-2.0543905244013677e-19,0,1,1,3
UCfSL1AdZzOAfrrVJUFUU-kg,0.0,0.0033783783783783786,0.0,0.0003339477972803291,7.554017998397095e-05,0.0,-6.902386349797577e-20,1.3225200256587751e-20,0,1,1,3
UCE4QJJ7_XpHTnmHsrQTpjRw,0.0,0.0033783783783783786,0.0,0.0003339477972803291,7.554017998397095e-05,0.0,-6.902386349797577e-20,6.779257813720418e-20,0,1,1,3
UCzISCpdyjyVbqHhMEXfNMgg,0.45454545454545453,0.0,0.0,0.0005009216959204937,0.00029864218947600737,0.0,0.0,-1.5485705686005522e-19,5,0,1,4
UCZLPESuboRA45kbB5Bl98Ew,0.09090909090909091,0.0,0.0,0.00025046084796024687,0.00010741189562569042,0.0,0.0,2.3198621723738575e-20,1,0,1,4
UCkA9xK5nxNLuHg2r63UmEaw,0.0,0.006756756756756757,0.0,0.0003756912719403703,7.554017998397095e-05,0.0,-8.318185143864452e-20,2.7665575978598996e-20,0,2,2,4
UCUzcsnWByKK4ToRVZH4v5jQ,0.0,0.006756756756756757,0.0,0.0003005530175522962,7.554017998397095e-05,0.0,-1.9567749965464485e-19,-5.150388030426357e-19,0,2,2,4
UCQVhmtZkGm_OXIE0ttzSZ2w,0.0,0.0033783783783783786,0.0,0.0003005530175522962,7.554017998397095e-05,0.0,-9.783874982732242e-20,1.0173319565311428e-19,0,1,1,4
UCaXsX0VnEI-FYVKpuiJVoFg,0.45454545454545453,0.0,0.0,0.00048088482808367395,0.0003305139051177268,0.0,0.0,-1.3236267870483693e-19,5,0,1,5
UC40jazI1T8kM5HKkegsX6jQ,0.0,0.006756756756756757,0.0,0.000274791330333528,7.554017998397095e-05,0.0,-1.6725358560804795e-19,5.3652630629667395e-21,0,2,2,5
UCOjMBPxgnKuQyv-r0mcTNpQ,0.0,0.0033783783783783786,0.0,0.000274791330333528,7.554017998397095e-05,0.0,-8.362679280402398e-20,-1.4433951614744342e-20,0,1,1,5
UCY2ahlJm8yEimsVxdsbWzUg,0.0,0.0033783783783783786,0.0,0.000274791330333528,7.554017998397095e-05,0.0,-8.362679280402398e-20,-3.0821054732754515e-20,0,1,1,5
UCCuVBXAGm-YfFIjr4hct_SQ,0.0,0.0033783783783783786,0.0,0.000274791330333528,7.554017998397095e-05,0.0,-8.362679280402398e-20,6.28089449799615e-20,0,1,1,5
UCmCI3R_CqbbP6fvyzRi5iWQ,0.45454545454545453,0.0,0.0,0.0006086198605433999,0.00036238562075944635,0.0,0.0,4.120419555715026e-20,5,0,1,6
UCDAqHgGs1aarb1BvKdKUiOA,0.45454545454545453,0.0,0.0,0.0005409954315941332,0.00029864218947600737,0.0,0.0,-4.182695863617871e-19,5,0,1,6
UCoTazvYcbSfXwQfMuVwoxzw,0.0,0.0033783783783783786,0.0,0.00040574657369559994,7.554017998397095e-05,0.0,2.6032827064479554e-20,-8.245499813880018e-20,0,1,1,6
UCbeDnwkQAkahOfvMWENf5uw,0.0,0.006756756756756757,0.0,0.0006086198605433999,7.554017998397095e-05,0.0,-2.3823006317894497e-19,-1.7832064287072544e-19,0,2,2,6
UCaHRf28hZcPmfgBBC2QxYcA,0.0,0.0033783783783783786,0.0,0.00040574657369559994,7.554017998397095e-05,0.0,2.6032827064479554e-20,-4.2495451471381754e-19,0,1,1,6
